2020-05-02 01:14:36.491248    Name: HOMEPATH, Value: \Users\79016
2020-05-02 02:17:06.192817    Name: Path, Value: C:\Users\79016\AppData\Local\Programs\Python\Python37\Scripts\;C:\Users\79016\AppData\Local\Programs\Python\Python37\;C:\Users\79016\Desktop\Новая папка\Scripts\;C:\Users\79016\Desktop\Новая папка\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\iCLS\;C:\Program Files\Intel\Intel(R) Management Engine Components\iCLS\;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\WINDOWS\System32\OpenSSH\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\WiFi\bin\;C:\Program Files\Common Files\Intel\WirelessCommon\;C:\WINDOWS\system32\config\systemprofile\.dnx\bin;C:\Program Files\Microsoft DNX\Dnvm\;C:\Program Files\Microsoft SQL Server\130\Tools\Binn\;C:\Program Files\Common Files\Autodesk Shared\;C:\Program Files (x86)\Autodesk\Backburner\;C:\Users\79016\Git\cmd;C:\Program Files\MySQL\MySQL Shell 8.0\bin\;C:\Users\79016\AppData\Local\Microsoft\WindowsApps;C:\Users\79016\AppData\Local\Programs\Microsoft VS Code\bin

2020-05-02 02:17:06.193815    Name: PATHEXT, Value: .COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC;.PY;.PYW;.CPL

2020-05-02 02:17:06.193815    Name: PSModulePath, Value: C:\Users\79016\Documents\WindowsPowerShell\Modules;C:\Program Files\WindowsPowerShell\Modules;C:\WINDOWS\system32\WindowsPowerShell\v1.0\Modules

2020-05-02 02:17:06.193815    Name: VBOX_MSI_INSTALL_PATH, Value: C:\Program Files\Oracle\VirtualBox\

2020-05-02 02:18:49.029623    Name: HOMEPATH, Value: \Users\79016

2020-05-02 02:18:49.029623    Name: MYSQLCONNECTOR_ASSEMBLIESPATH, Value: C:\Program Files (x86)\MySQL\Connector NET 8.0\Assemblies\v4.5.2

2020-05-02 02:18:49.029623    Name: Path, Value: C:\Users\79016\venv\Scripts;C:\Users\79016\AppData\Local\Programs\Python\Python37\Scripts\;C:\Users\79016\AppData\Local\Programs\Python\Python37\;C:\Users\79016\Desktop\Р?Р?Р?Р°С? РїР°РїРєР°\Scripts\;C:\Users\79016\Desktop\Р?Р?Р?Р°С? РїР°РїРєР°\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\iCLS\;C:\Program Files\Intel\Intel(R) Management Engine Components\iCLS\;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\WINDOWS\System32\OpenSSH\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\WiFi\bin\;C:\Program Files\Common Files\Intel\WirelessCommon\;C:\WINDOWS\system32\config\systemprofile\.dnx\bin;C:\Program Files\Microsoft DNX\Dnvm\;C:\Program Files\Microsoft SQL Server\130\Tools\Binn\;C:\Program Files\Common Files\Autodesk Shared\;C:\Program Files (x86)\Autodesk\Backburner\;C:\Users\79016\Git\cmd;C:\Program Files\MySQL\MySQL Shell 8.0\bin\;C:\Users\79016\AppData\Local\Microsoft\WindowsApps;C:\Users\79016\AppData\Local\Programs\Microsoft VS Code\bin

2020-05-02 02:18:49.030622    Name: PATHEXT, Value: .COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC;.PY;.PYW

2020-05-02 02:18:49.030622    Name: PSModulePath, Value: C:\Program Files\WindowsPowerShell\Modules;C:\WINDOWS\system32\WindowsPowerShell\v1.0\Modules

2020-05-02 02:18:49.030622    Name: PYTHONPATH, Value: C:\Users\79016;C:\Program Files\PyCharm Community Edition 2019.1.3\helpers\third_party\thriftpy;C:\Program Files\PyCharm Community Edition 2019.1.3\helpers\pydev;C:\Users\79016\.PyCharmCE2019.1\system\cythonExtensions;C:/Users/79016/Documents/Учеба/2/2-2/ОС/OS/Создание процессов и потоков

2020-05-02 02:18:49.030622    Name: VBOX_MSI_INSTALL_PATH, Value: C:\Program Files\Oracle\VirtualBox\

2020-05-02 02:18:49.031618    Name: _OLD_VIRTUAL_PATH, Value: C:\Users\79016\AppData\Local\Programs\Python\Python37\Scripts\;C:\Users\79016\AppData\Local\Programs\Python\Python37\;C:\Users\79016\Desktop\Р?Р?Р?Р°С? РїР°РїРєР°\Scripts\;C:\Users\79016\Desktop\Р?Р?Р?Р°С? РїР°РїРєР°\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\iCLS\;C:\Program Files\Intel\Intel(R) Management Engine Components\iCLS\;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\WINDOWS\System32\OpenSSH\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\WiFi\bin\;C:\Program Files\Common Files\Intel\WirelessCommon\;C:\WINDOWS\system32\config\systemprofile\.dnx\bin;C:\Program Files\Microsoft DNX\Dnvm\;C:\Program Files\Microsoft SQL Server\130\Tools\Binn\;C:\Program Files\Common Files\Autodesk Shared\;C:\Program Files (x86)\Autodesk\Backburner\;C:\Users\79016\Git\cmd;C:\Program Files\MySQL\MySQL Shell 8.0\bin\;C:\Users\79016\AppData\Local\Microsoft\WindowsApps;C:\Users\79016\AppData\Local\Programs\Microsoft VS Code\bin

2020-05-02 02:18:59.063517    Name: HOMEPATH, Value: \Users\79016

2020-05-02 02:18:59.063517    Name: MYSQLCONNECTOR_ASSEMBLIESPATH, Value: C:\Program Files (x86)\MySQL\Connector NET 8.0\Assemblies\v4.5.2

2020-05-02 02:18:59.064476    Name: Path, Value: C:\Users\79016\venv\Scripts;C:\Users\79016\AppData\Local\Programs\Python\Python37\Scripts\;C:\Users\79016\AppData\Local\Programs\Python\Python37\;C:\Users\79016\Desktop\Р?Р?Р?Р°С? РїР°РїРєР°\Scripts\;C:\Users\79016\Desktop\Р?Р?Р?Р°С? РїР°РїРєР°\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\iCLS\;C:\Program Files\Intel\Intel(R) Management Engine Components\iCLS\;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\WINDOWS\System32\OpenSSH\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\WiFi\bin\;C:\Program Files\Common Files\Intel\WirelessCommon\;C:\WINDOWS\system32\config\systemprofile\.dnx\bin;C:\Program Files\Microsoft DNX\Dnvm\;C:\Program Files\Microsoft SQL Server\130\Tools\Binn\;C:\Program Files\Common Files\Autodesk Shared\;C:\Program Files (x86)\Autodesk\Backburner\;C:\Users\79016\Git\cmd;C:\Program Files\MySQL\MySQL Shell 8.0\bin\;C:\Users\79016\AppData\Local\Microsoft\WindowsApps;C:\Users\79016\AppData\Local\Programs\Microsoft VS Code\bin

2020-05-02 02:18:59.064476    Name: PATHEXT, Value: .COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC;.PY;.PYW

2020-05-02 02:18:59.064476    Name: PSModulePath, Value: C:\Program Files\WindowsPowerShell\Modules;C:\WINDOWS\system32\WindowsPowerShell\v1.0\Modules

2020-05-02 02:18:59.064476    Name: PYTHONPATH, Value: C:\Users\79016;C:\Program Files\PyCharm Community Edition 2019.1.3\helpers\third_party\thriftpy;C:\Program Files\PyCharm Community Edition 2019.1.3\helpers\pydev;C:\Users\79016\.PyCharmCE2019.1\system\cythonExtensions;C:/Users/79016/Documents/Учеба/2/2-2/ОС/OS/Создание процессов и потоков

2020-05-02 02:18:59.065473    Name: VBOX_MSI_INSTALL_PATH, Value: C:\Program Files\Oracle\VirtualBox\

2020-05-02 02:18:59.065473    Name: _OLD_VIRTUAL_PATH, Value: C:\Users\79016\AppData\Local\Programs\Python\Python37\Scripts\;C:\Users\79016\AppData\Local\Programs\Python\Python37\;C:\Users\79016\Desktop\Р?Р?Р?Р°С? РїР°РїРєР°\Scripts\;C:\Users\79016\Desktop\Р?Р?Р?Р°С? РїР°РїРєР°\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\iCLS\;C:\Program Files\Intel\Intel(R) Management Engine Components\iCLS\;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\WINDOWS\System32\OpenSSH\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\WiFi\bin\;C:\Program Files\Common Files\Intel\WirelessCommon\;C:\WINDOWS\system32\config\systemprofile\.dnx\bin;C:\Program Files\Microsoft DNX\Dnvm\;C:\Program Files\Microsoft SQL Server\130\Tools\Binn\;C:\Program Files\Common Files\Autodesk Shared\;C:\Program Files (x86)\Autodesk\Backburner\;C:\Users\79016\Git\cmd;C:\Program Files\MySQL\MySQL Shell 8.0\bin\;C:\Users\79016\AppData\Local\Microsoft\WindowsApps;C:\Users\79016\AppData\Local\Programs\Microsoft VS Code\bin

2020-05-02 02:19:14.191584    Name: HOMEPATH, Value: \Users\79016

2020-05-02 02:19:14.192579    Name: MYSQLCONNECTOR_ASSEMBLIESPATH, Value: C:\Program Files (x86)\MySQL\Connector NET 8.0\Assemblies\v4.5.2

2020-05-02 02:19:14.192579    Name: Path, Value: C:\Users\79016\venv\Scripts;C:\Users\79016\AppData\Local\Programs\Python\Python37\Scripts\;C:\Users\79016\AppData\Local\Programs\Python\Python37\;C:\Users\79016\Desktop\Р?Р?Р?Р°С? РїР°РїРєР°\Scripts\;C:\Users\79016\Desktop\Р?Р?Р?Р°С? РїР°РїРєР°\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\iCLS\;C:\Program Files\Intel\Intel(R) Management Engine Components\iCLS\;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\WINDOWS\System32\OpenSSH\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\WiFi\bin\;C:\Program Files\Common Files\Intel\WirelessCommon\;C:\WINDOWS\system32\config\systemprofile\.dnx\bin;C:\Program Files\Microsoft DNX\Dnvm\;C:\Program Files\Microsoft SQL Server\130\Tools\Binn\;C:\Program Files\Common Files\Autodesk Shared\;C:\Program Files (x86)\Autodesk\Backburner\;C:\Users\79016\Git\cmd;C:\Program Files\MySQL\MySQL Shell 8.0\bin\;C:\Users\79016\AppData\Local\Microsoft\WindowsApps;C:\Users\79016\AppData\Local\Programs\Microsoft VS Code\bin

2020-05-02 02:19:14.193577    Name: PATHEXT, Value: .COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC;.PY;.PYW

2020-05-02 02:19:14.193577    Name: PSModulePath, Value: C:\Program Files\WindowsPowerShell\Modules;C:\WINDOWS\system32\WindowsPowerShell\v1.0\Modules

2020-05-02 02:19:14.194572    Name: PYTHONPATH, Value: C:\Users\79016;C:\Program Files\PyCharm Community Edition 2019.1.3\helpers\third_party\thriftpy;C:\Program Files\PyCharm Community Edition 2019.1.3\helpers\pydev;C:\Users\79016\.PyCharmCE2019.1\system\cythonExtensions;C:/Users/79016/Documents/Учеба/2/2-2/ОС/OS/Создание процессов и потоков

2020-05-02 02:19:14.194572    Name: VBOX_MSI_INSTALL_PATH, Value: C:\Program Files\Oracle\VirtualBox\

2020-05-02 02:19:14.195569    Name: _OLD_VIRTUAL_PATH, Value: C:\Users\79016\AppData\Local\Programs\Python\Python37\Scripts\;C:\Users\79016\AppData\Local\Programs\Python\Python37\;C:\Users\79016\Desktop\Р?Р?Р?Р°С? РїР°РїРєР°\Scripts\;C:\Users\79016\Desktop\Р?Р?Р?Р°С? РїР°РїРєР°\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\iCLS\;C:\Program Files\Intel\Intel(R) Management Engine Components\iCLS\;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\WINDOWS\System32\OpenSSH\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\WiFi\bin\;C:\Program Files\Common Files\Intel\WirelessCommon\;C:\WINDOWS\system32\config\systemprofile\.dnx\bin;C:\Program Files\Microsoft DNX\Dnvm\;C:\Program Files\Microsoft SQL Server\130\Tools\Binn\;C:\Program Files\Common Files\Autodesk Shared\;C:\Program Files (x86)\Autodesk\Backburner\;C:\Users\79016\Git\cmd;C:\Program Files\MySQL\MySQL Shell 8.0\bin\;C:\Users\79016\AppData\Local\Microsoft\WindowsApps;C:\Users\79016\AppData\Local\Programs\Microsoft VS Code\bin

2020-05-02 02:19:24.231531    Name: HOMEPATH, Value: \Users\79016

2020-05-02 02:19:24.232531    Name: MYSQLCONNECTOR_ASSEMBLIESPATH, Value: C:\Program Files (x86)\MySQL\Connector NET 8.0\Assemblies\v4.5.2

2020-05-02 02:19:24.232531    Name: Path, Value: C:\Users\79016\venv\Scripts;C:\Users\79016\AppData\Local\Programs\Python\Python37\Scripts\;C:\Users\79016\AppData\Local\Programs\Python\Python37\;C:\Users\79016\Desktop\Р?Р?Р?Р°С? РїР°РїРєР°\Scripts\;C:\Users\79016\Desktop\Р?Р?Р?Р°С? РїР°РїРєР°\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\iCLS\;C:\Program Files\Intel\Intel(R) Management Engine Components\iCLS\;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\WINDOWS\System32\OpenSSH\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\WiFi\bin\;C:\Program Files\Common Files\Intel\WirelessCommon\;C:\WINDOWS\system32\config\systemprofile\.dnx\bin;C:\Program Files\Microsoft DNX\Dnvm\;C:\Program Files\Microsoft SQL Server\130\Tools\Binn\;C:\Program Files\Common Files\Autodesk Shared\;C:\Program Files (x86)\Autodesk\Backburner\;C:\Users\79016\Git\cmd;C:\Program Files\MySQL\MySQL Shell 8.0\bin\;C:\Users\79016\AppData\Local\Microsoft\WindowsApps;C:\Users\79016\AppData\Local\Programs\Microsoft VS Code\bin

2020-05-02 02:19:24.232531    Name: PATHEXT, Value: .COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC;.PY;.PYW

2020-05-02 02:19:24.233528    Name: PSModulePath, Value: C:\Program Files\WindowsPowerShell\Modules;C:\WINDOWS\system32\WindowsPowerShell\v1.0\Modules

2020-05-02 02:19:24.233528    Name: PYTHONPATH, Value: C:\Users\79016;C:\Program Files\PyCharm Community Edition 2019.1.3\helpers\third_party\thriftpy;C:\Program Files\PyCharm Community Edition 2019.1.3\helpers\pydev;C:\Users\79016\.PyCharmCE2019.1\system\cythonExtensions;C:/Users/79016/Documents/Учеба/2/2-2/ОС/OS/Создание процессов и потоков

2020-05-02 02:19:24.233528    Name: VBOX_MSI_INSTALL_PATH, Value: C:\Program Files\Oracle\VirtualBox\

2020-05-02 02:19:24.233528    Name: _OLD_VIRTUAL_PATH, Value: C:\Users\79016\AppData\Local\Programs\Python\Python37\Scripts\;C:\Users\79016\AppData\Local\Programs\Python\Python37\;C:\Users\79016\Desktop\Р?Р?Р?Р°С? РїР°РїРєР°\Scripts\;C:\Users\79016\Desktop\Р?Р?Р?Р°С? РїР°РїРєР°\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\iCLS\;C:\Program Files\Intel\Intel(R) Management Engine Components\iCLS\;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\WINDOWS\System32\OpenSSH\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\WiFi\bin\;C:\Program Files\Common Files\Intel\WirelessCommon\;C:\WINDOWS\system32\config\systemprofile\.dnx\bin;C:\Program Files\Microsoft DNX\Dnvm\;C:\Program Files\Microsoft SQL Server\130\Tools\Binn\;C:\Program Files\Common Files\Autodesk Shared\;C:\Program Files (x86)\Autodesk\Backburner\;C:\Users\79016\Git\cmd;C:\Program Files\MySQL\MySQL Shell 8.0\bin\;C:\Users\79016\AppData\Local\Microsoft\WindowsApps;C:\Users\79016\AppData\Local\Programs\Microsoft VS Code\bin

2020-05-02 02:19:33.536491    Name: HOMEPATH, Value: \Users\79016

2020-05-02 02:19:33.536491    Name: MYSQLCONNECTOR_ASSEMBLIESPATH, Value: C:\Program Files (x86)\MySQL\Connector NET 8.0\Assemblies\v4.5.2

2020-05-02 02:19:33.537488    Name: Path, Value: C:\Users\79016\AppData\Local\Programs\Python\Python37\Scripts\;C:\Users\79016\AppData\Local\Programs\Python\Python37\;C:\Users\79016\Desktop\Новая папка\Scripts\;C:\Users\79016\Desktop\Новая папка\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\iCLS\;C:\Program Files\Intel\Intel(R) Management Engine Components\iCLS\;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\WINDOWS\System32\OpenSSH\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\WiFi\bin\;C:\Program Files\Common Files\Intel\WirelessCommon\;C:\WINDOWS\system32\config\systemprofile\.dnx\bin;C:\Program Files\Microsoft DNX\Dnvm\;C:\Program Files\Microsoft SQL Server\130\Tools\Binn\;C:\Program Files\Common Files\Autodesk Shared\;C:\Program Files (x86)\Autodesk\Backburner\;C:\Users\79016\Git\cmd;C:\Program Files\MySQL\MySQL Shell 8.0\bin\;C:\Users\79016\AppData\Local\Microsoft\WindowsApps;C:\Users\79016\AppData\Local\Programs\Microsoft VS Code\bin

2020-05-02 02:19:33.537488    Name: PATHEXT, Value: .COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC;.PY;.PYW;.CPL

2020-05-02 02:19:33.537488    Name: PSModulePath, Value: C:\Users\79016\Documents\WindowsPowerShell\Modules;C:\Program Files\WindowsPowerShell\Modules;C:\WINDOWS\system32\WindowsPowerShell\v1.0\Modules

2020-05-02 02:19:33.538486    Name: VBOX_MSI_INSTALL_PATH, Value: C:\Program Files\Oracle\VirtualBox\

2020-05-02 02:19:43.580602    Name: HOMEPATH, Value: \Users\79016

2020-05-02 02:19:43.580602    Name: MYSQLCONNECTOR_ASSEMBLIESPATH, Value: C:\Program Files (x86)\MySQL\Connector NET 8.0\Assemblies\v4.5.2

2020-05-02 02:19:43.580602    Name: Path, Value: C:\Users\79016\AppData\Local\Programs\Python\Python37\Scripts\;C:\Users\79016\AppData\Local\Programs\Python\Python37\;C:\Users\79016\Desktop\Новая папка\Scripts\;C:\Users\79016\Desktop\Новая папка\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\iCLS\;C:\Program Files\Intel\Intel(R) Management Engine Components\iCLS\;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\WINDOWS\System32\OpenSSH\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\WiFi\bin\;C:\Program Files\Common Files\Intel\WirelessCommon\;C:\WINDOWS\system32\config\systemprofile\.dnx\bin;C:\Program Files\Microsoft DNX\Dnvm\;C:\Program Files\Microsoft SQL Server\130\Tools\Binn\;C:\Program Files\Common Files\Autodesk Shared\;C:\Program Files (x86)\Autodesk\Backburner\;C:\Users\79016\Git\cmd;C:\Program Files\MySQL\MySQL Shell 8.0\bin\;C:\Users\79016\AppData\Local\Microsoft\WindowsApps;C:\Users\79016\AppData\Local\Programs\Microsoft VS Code\bin

2020-05-02 02:19:43.581600    Name: PATHEXT, Value: .COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC;.PY;.PYW;.CPL

2020-05-02 02:19:43.581600    Name: PSModulePath, Value: C:\Users\79016\Documents\WindowsPowerShell\Modules;C:\Program Files\WindowsPowerShell\Modules;C:\WINDOWS\system32\WindowsPowerShell\v1.0\Modules

2020-05-02 02:19:43.581600    Name: VBOX_MSI_INSTALL_PATH, Value: C:\Program Files\Oracle\VirtualBox\

2020-05-02 02:19:48.949575    Name: HOMEPATH, Value: \Users\79016

2020-05-02 02:19:48.949575    Name: MYSQLCONNECTOR_ASSEMBLIESPATH, Value: C:\Program Files (x86)\MySQL\Connector NET 8.0\Assemblies\v4.5.2

2020-05-02 02:19:48.949575    Name: Path, Value: C:\Users\79016\AppData\Local\Programs\Python\Python37\Scripts\;C:\Users\79016\AppData\Local\Programs\Python\Python37\;C:\Users\79016\Desktop\Новая папка\Scripts\;C:\Users\79016\Desktop\Новая папка\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\iCLS\;C:\Program Files\Intel\Intel(R) Management Engine Components\iCLS\;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\WINDOWS\System32\OpenSSH\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\WiFi\bin\;C:\Program Files\Common Files\Intel\WirelessCommon\;C:\WINDOWS\system32\config\systemprofile\.dnx\bin;C:\Program Files\Microsoft DNX\Dnvm\;C:\Program Files\Microsoft SQL Server\130\Tools\Binn\;C:\Program Files\Common Files\Autodesk Shared\;C:\Program Files (x86)\Autodesk\Backburner\;C:\Users\79016\Git\cmd;C:\Program Files\MySQL\MySQL Shell 8.0\bin\;C:\Users\79016\AppData\Local\Microsoft\WindowsApps;C:\Users\79016\AppData\Local\Programs\Microsoft VS Code\bin

2020-05-02 02:19:48.955558    Name: PATHEXT, Value: .COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC;.PY;.PYW;.CPL

2020-05-02 02:19:48.955558    Name: PSModulePath, Value: C:\Users\79016\Documents\WindowsPowerShell\Modules;C:\Program Files\WindowsPowerShell\Modules;C:\WINDOWS\system32\WindowsPowerShell\v1.0\Modules

2020-05-02 02:19:48.955558    Name: VBOX_MSI_INSTALL_PATH, Value: C:\Program Files\Oracle\VirtualBox\

2020-05-02 02:20:01.188489    Name: HOMEPATH, Value: \Users\79016

2020-05-02 02:20:01.189485    Name: MYSQLCONNECTOR_ASSEMBLIESPATH, Value: C:\Program Files (x86)\MySQL\Connector NET 8.0\Assemblies\v4.5.2

2020-05-02 02:20:01.189485    Name: Path, Value: C:\Users\79016\AppData\Local\Programs\Python\Python37\Scripts\;C:\Users\79016\AppData\Local\Programs\Python\Python37\;C:\Users\79016\Desktop\Новая папка\Scripts\;C:\Users\79016\Desktop\Новая папка\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\iCLS\;C:\Program Files\Intel\Intel(R) Management Engine Components\iCLS\;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\WINDOWS\System32\OpenSSH\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\WiFi\bin\;C:\Program Files\Common Files\Intel\WirelessCommon\;C:\WINDOWS\system32\config\systemprofile\.dnx\bin;C:\Program Files\Microsoft DNX\Dnvm\;C:\Program Files\Microsoft SQL Server\130\Tools\Binn\;C:\Program Files\Common Files\Autodesk Shared\;C:\Program Files (x86)\Autodesk\Backburner\;C:\Users\79016\Git\cmd;C:\Program Files\MySQL\MySQL Shell 8.0\bin\;C:\Users\79016\AppData\Local\Microsoft\WindowsApps;C:\Users\79016\AppData\Local\Programs\Microsoft VS Code\bin

2020-05-02 02:20:01.189485    Name: PATHEXT, Value: .COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC;.PY;.PYW;.CPL

2020-05-02 02:20:01.190482    Name: PSModulePath, Value: C:\Users\79016\Documents\WindowsPowerShell\Modules;C:\Program Files\WindowsPowerShell\Modules;C:\WINDOWS\system32\WindowsPowerShell\v1.0\Modules

2020-05-02 02:20:01.190482    Name: VBOX_MSI_INSTALL_PATH, Value: C:\Program Files\Oracle\VirtualBox\

2020-05-02 02:22:20.441683    Name: HOMEPATH, Value: \Users\79016

2020-05-02 02:22:20.441683    Name: MYSQLCONNECTOR_ASSEMBLIESPATH, Value: C:\Program Files (x86)\MySQL\Connector NET 8.0\Assemblies\v4.5.2

